Date,IT Dep.,CostElement,Country,Budget,Forecast
1/04/2020,Core Infrastructure,External Labor,Canada,"21,535","29,295"
1/05/2020,Core Infrastructure,External Labor,Canada,"21,535","21,036"
1/06/2020,Core Infrastructure,External Labor,Canada,"21,535","14,567"
1/07/2020,Core Infrastructure,External Labor,Canada,"21,535","24,893"
1/08/2020,Core Infrastructure,External Labor,Canada,"21,535","24,893"
1/09/2020,Core Infrastructure,External Labor,Canada,"21,535","24,893"
1/10/2020,Core Infrastructure,External Labor,Canada,"21,535","24,893"
1/11/2020,Core Infrastructure,External Labor,Canada,"21,535","24,893"
1/12/2020,Core Infrastructure,External Labor,Canada,"21,535","24,893"
1/01/2020,Core Infrastructure,External Labor,Mexico,"20,501","5,169"
1/02/2020,Core Infrastructure,External Labor,Mexico,"20,501","38,717"
1/03/2020,Core Infrastructure,External Labor,Mexico,"20,501","7,266"
1/04/2020,Core Infrastructure,External Labor,Mexico,"20,501","27,098"
1/05/2020,Core Infrastructure,External Labor,Mexico,"20,501","35,493"
1/06/2020,Core Infrastructure,External Labor,Mexico,"20,501","9,700"
1/07/2020,Core Infrastructure,External Labor,Mexico,"20,501","20,429"
1/08/2020,Core Infrastructure,External Labor,Mexico,"20,501","20,429"
1/09/2020,Core Infrastructure,External Labor,Mexico,"20,501","20,429"
1/10/2020,Core Infrastructure,External Labor,Mexico,"20,501","20,429"
1/11/2020,Core Infrastructure,External Labor,Mexico,"20,501","20,429"
1/12/2020,Core Infrastructure,External Labor,Mexico,"20,501","20,429"
1/01/2020,Core Infrastructure,External Labor,New Zealand,"47,239",-687
1/02/2020,Core Infrastructure,External Labor,New Zealand,"47,239","9,183"
1/03/2020,Core Infrastructure,External Labor,New Zealand,"47,239","21,891"
1/04/2020,Core Infrastructure,External Labor,New Zealand,"47,336","2,996"
1/05/2020,Core Infrastructure,External Labor,New Zealand,"47,336",260
1/06/2020,Core Infrastructure,External Labor,New Zealand,"47,336","122,078"
1/07/2020,Core Infrastructure,External Labor,New Zealand,"47,239","68,739"
1/08/2020,Core Infrastructure,External Labor,New Zealand,"47,239","68,739"
1/09/2020,Core Infrastructure,External Labor,New Zealand,"47,239","68,739"
1/10/2020,Core Infrastructure,External Labor,New Zealand,"47,336","68,739"
1/11/2020,Core Infrastructure,External Labor,New Zealand,"47,336","68,739"
1/12/2020,Core Infrastructure,External Labor,New Zealand,"47,336","68,739"
1/01/2020,Core Infrastructure,External Labor,USA,"847,967","35,183"
1/02/2020,Core Infrastructure,External Labor,USA,"486,274","62,930"
1/03/2020,Core Infrastructure,External Labor,USA,"565,703","-157,919"
1/04/2020,Core Infrastructure,External Labor,USA,"379,166","-119,534"
1/05/2020,Core Infrastructure,External Labor,USA,"15,190","172,999"
1/06/2020,Core Infrastructure,External Labor,USA,"15,190","172,354"
1/07/2020,Core Infrastructure,External Labor,USA,"15,190","889,532"
1/08/2020,Core Infrastructure,External Labor,USA,"15,190","468,848"
1/09/2020,Core Infrastructure,External Labor,USA,"15,190","510,567"
1/10/2020,Core Infrastructure,External Labor,USA,"15,190","258,598"
1/11/2020,Core Infrastructure,External Labor,USA,"15,190","258,598"
1/12/2020,Core Infrastructure,External Labor,USA,"15,190","216,598"
1/01/2020,Core Infrastructure,Hardware,Brazil,"7,308","1,192"
1/02/2020,Core Infrastructure,Hardware,Brazil,"7,308","1,184"
1/03/2020,Core Infrastructure,Hardware,Brazil,"7,308","1,195"
1/04/2020,Core Infrastructure,Hardware,Brazil,"7,308","1,214"
1/05/2020,Core Infrastructure,Hardware,Brazil,"7,308","1,253"
1/06/2020,Core Infrastructure,Hardware,Brazil,"7,308","1,245"
1/07/2020,Core Infrastructure,Hardware,Brazil,"7,308","13,402"
1/08/2020,Core Infrastructure,Hardware,Brazil,"7,308","13,402"
1/09/2020,Core Infrastructure,Hardware,Brazil,"7,308","13,402"
1/10/2020,Core Infrastructure,Hardware,Brazil,"7,308","13,402"
1/11/2020,Core Infrastructure,Hardware,Brazil,"7,308","13,402"
1/12/2020,Core Infrastructure,Hardware,Brazil,"7,308","13,402"
1/06/2020,Core Infrastructure,Hardware,Canada,180,89
1/07/2020,Core Infrastructure,Hardware,Canada,180,208
1/08/2020,Core Infrastructure,Hardware,Canada,180,208
1/09/2020,Core Infrastructure,Hardware,Canada,180,208
1/10/2020,Core Infrastructure,Hardware,Canada,180,208
1/11/2020,Core Infrastructure,Hardware,Canada,180,208
1/12/2020,Core Infrastructure,Hardware,Canada,180,208
1/01/2020,Core Infrastructure,Hardware,Mexico,"28,987","36,859"
1/02/2020,Core Infrastructure,Hardware,Mexico,"28,987","32,132"
1/03/2020,Core Infrastructure,Hardware,Mexico,"28,987","2,618"
1/04/2020,Core Infrastructure,Hardware,Mexico,"28,987","18,224"
1/05/2020,Core Infrastructure,Hardware,Mexico,"28,987","19,986"
1/06/2020,Core Infrastructure,Hardware,Mexico,"28,987","18,285"
1/07/2020,Core Infrastructure,Hardware,Mexico,"28,987","36,624"
1/08/2020,Core Infrastructure,Hardware,Mexico,"28,987","36,624"
1/09/2020,Core Infrastructure,Hardware,Mexico,"28,987","36,624"
1/10/2020,Core Infrastructure,Hardware,Mexico,"28,987","36,624"
1/11/2020,Core Infrastructure,Hardware,Mexico,"28,987","36,624"
1/12/2020,Core Infrastructure,Hardware,Mexico,"28,987","36,624"
1/03/2020,Core Infrastructure,Hardware,USA,51,"2,883"
1/04/2020,Core Infrastructure,Hardware,USA,51,406
1/05/2020,Core Infrastructure,Hardware,USA,51,"5,484"
1/06/2020,Core Infrastructure,Hardware,USA,51,"27,519"
1/07/2020,Core Infrastructure,Hardware,USA,51,51
1/08/2020,Core Infrastructure,Hardware,USA,51,51
1/09/2020,Core Infrastructure,Hardware,USA,51,51
1/10/2020,Core Infrastructure,Hardware,USA,51,51
1/11/2020,Core Infrastructure,Hardware,USA,51,51
1/12/2020,Core Infrastructure,Hardware,USA,51,51
1/01/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799",432
1/02/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799","9,126"
1/03/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799","5,142"
1/04/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799","1,565"
1/05/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799","1,394"
1/06/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799","2,314"
1/07/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799","8,269"
1/08/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799","8,269"
1/09/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799","8,269"
1/10/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799","8,269"
1/11/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799","8,269"
1/12/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799","8,269"
1/02/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578","34,463"
1/03/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578",588
1/07/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578","5,291"
1/08/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578","5,291"
1/09/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578","5,291"
1/10/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578","5,291"
1/11/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578","5,291"
1/12/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578","5,291"
1/01/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285","4,253"
1/02/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285",680
1/03/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285","12,115"
1/04/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285","22,914"
1/05/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285","9,776"
1/06/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285",-351
1/07/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285","6,339"
1/08/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285","6,339"
1/09/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285","6,339"
1/10/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285","6,339"
1/11/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285","6,339"
1/12/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285","6,339"
1/01/2020,Core Infrastructure,Hardware Maintenance,USA,17,46
1/03/2020,Core Infrastructure,Hardware Maintenance,USA,17,183
1/04/2020,Core Infrastructure,Hardware Maintenance,USA,17,425
1/07/2020,Core Infrastructure,Hardware Maintenance,USA,17,17
1/08/2020,Core Infrastructure,Hardware Maintenance,USA,17,17
1/09/2020,Core Infrastructure,Hardware Maintenance,USA,17,17
1/10/2020,Core Infrastructure,Hardware Maintenance,USA,17,17
1/11/2020,Core Infrastructure,Hardware Maintenance,USA,17,17
1/12/2020,Core Infrastructure,Hardware Maintenance,USA,17,17
1/01/2020,Core Infrastructure,Internal Labor,Brazil,"10,261","14,726"
1/02/2020,Core Infrastructure,Internal Labor,Brazil,"10,261","15,591"
1/03/2020,Core Infrastructure,Internal Labor,Brazil,"10,261","16,379"
1/04/2020,Core Infrastructure,Internal Labor,Brazil,"10,261",-18
1/05/2020,Core Infrastructure,Internal Labor,Brazil,"10,261","3,726"
1/06/2020,Core Infrastructure,Internal Labor,Brazil,"10,261","13,667"
1/07/2020,Core Infrastructure,Internal Labor,Brazil,"10,261","9,844"
1/08/2020,Core Infrastructure,Internal Labor,Brazil,"10,261","9,844"
1/09/2020,Core Infrastructure,Internal Labor,Brazil,"10,261","9,844"
1/10/2020,Core Infrastructure,Internal Labor,Brazil,"10,261","9,844"
1/11/2020,Core Infrastructure,Internal Labor,Brazil,"10,261","9,844"
1/12/2020,Core Infrastructure,Internal Labor,Brazil,"10,261","9,844"
1/01/2020,Core Infrastructure,Internal Labor,Mexico,"2,890","2,093"
1/02/2020,Core Infrastructure,Internal Labor,Mexico,"2,890","2,123"
1/03/2020,Core Infrastructure,Internal Labor,Mexico,"2,932","2,058"
1/04/2020,Core Infrastructure,Internal Labor,Mexico,"2,984","2,221"
1/05/2020,Core Infrastructure,Internal Labor,Mexico,"2,984","3,082"
1/06/2020,Core Infrastructure,Internal Labor,Mexico,"2,984","2,974"
1/07/2020,Core Infrastructure,Internal Labor,Mexico,"2,984","3,502"
1/08/2020,Core Infrastructure,Internal Labor,Mexico,"2,984","3,502"
1/09/2020,Core Infrastructure,Internal Labor,Mexico,"2,984","3,502"
1/10/2020,Core Infrastructure,Internal Labor,Mexico,"2,984","3,503"
1/11/2020,Core Infrastructure,Internal Labor,Mexico,"2,984","3,503"
1/12/2020,Core Infrastructure,Internal Labor,Mexico,"2,819","3,338"
1/01/2020,Core Infrastructure,Internal Labor,New Zealand,"30,851","39,087"
1/02/2020,Core Infrastructure,Internal Labor,New Zealand,"30,851","36,504"
1/03/2020,Core Infrastructure,Internal Labor,New Zealand,"32,155","39,022"
1/04/2020,Core Infrastructure,Internal Labor,New Zealand,"32,155","34,391"
1/05/2020,Core Infrastructure,Internal Labor,New Zealand,"32,155","37,143"
1/06/2020,Core Infrastructure,Internal Labor,New Zealand,"32,155","39,187"
1/07/2020,Core Infrastructure,Internal Labor,New Zealand,"32,155","37,230"
1/08/2020,Core Infrastructure,Internal Labor,New Zealand,"32,155","37,230"
1/09/2020,Core Infrastructure,Internal Labor,New Zealand,"32,155","37,230"
1/10/2020,Core Infrastructure,Internal Labor,New Zealand,"32,155","37,230"
1/11/2020,Core Infrastructure,Internal Labor,New Zealand,"32,155","37,230"
1/12/2020,Core Infrastructure,Internal Labor,New Zealand,"32,155","37,230"
1/01/2020,Core Infrastructure,Internal Labor,USA,"64,556","55,695"
1/02/2020,Core Infrastructure,Internal Labor,USA,"72,014","58,261"
1/03/2020,Core Infrastructure,Internal Labor,USA,"70,562","57,769"
1/04/2020,Core Infrastructure,Internal Labor,USA,"65,080","52,244"
1/05/2020,Core Infrastructure,Internal Labor,USA,"65,023","44,505"
1/06/2020,Core Infrastructure,Internal Labor,USA,"65,023","44,923"
1/07/2020,Core Infrastructure,Internal Labor,USA,"65,390","54,656"
1/08/2020,Core Infrastructure,Internal Labor,USA,"65,384","54,649"
1/09/2020,Core Infrastructure,Internal Labor,USA,"65,112","54,377"
1/10/2020,Core Infrastructure,Internal Labor,USA,"66,364","55,629"
1/11/2020,Core Infrastructure,Internal Labor,USA,"66,082","55,347"
1/12/2020,Core Infrastructure,Internal Labor,USA,"65,957","55,222"
1/01/2020,Core Infrastructure,Other,Brazil,"37,931","10,842"
1/02/2020,Core Infrastructure,Other,Brazil,"37,931","10,700"
1/03/2020,Core Infrastructure,Other,Brazil,"37,931","12,427"
1/04/2020,Core Infrastructure,Other,Brazil,"37,931","11,404"
1/05/2020,Core Infrastructure,Other,Brazil,"37,931","12,407"
1/06/2020,Core Infrastructure,Other,Brazil,"37,931","10,752"
1/07/2020,Core Infrastructure,Other,Brazil,"37,931","64,441"
1/08/2020,Core Infrastructure,Other,Brazil,"37,931","64,441"
1/09/2020,Core Infrastructure,Other,Brazil,"37,931","64,441"
1/10/2020,Core Infrastructure,Other,Brazil,"37,931","64,441"
1/11/2020,Core Infrastructure,Other,Brazil,"37,931","64,441"
1/12/2020,Core Infrastructure,Other,Brazil,"37,931","64,441"
1/01/2020,Core Infrastructure,Other,Canada,23,13
1/07/2020,Core Infrastructure,Other,Canada,23,27
1/08/2020,Core Infrastructure,Other,Canada,23,27
1/09/2020,Core Infrastructure,Other,Canada,23,27
1/10/2020,Core Infrastructure,Other,Canada,23,27
1/11/2020,Core Infrastructure,Other,Canada,23,27
1/12/2020,Core Infrastructure,Other,Canada,23,27
1/01/2020,Core Infrastructure,Other,Mexico,"9,780","18,436"
1/02/2020,Core Infrastructure,Other,Mexico,"9,780","5,115"
1/03/2020,Core Infrastructure,Other,Mexico,"9,780","6,210"
1/04/2020,Core Infrastructure,Other,Mexico,"9,780","1,069"
1/05/2020,Core Infrastructure,Other,Mexico,"9,780","26,839"
1/06/2020,Core Infrastructure,Other,Mexico,"9,780","3,301"
1/07/2020,Core Infrastructure,Other,Mexico,"9,780","9,399"
1/08/2020,Core Infrastructure,Other,Mexico,"9,780","9,399"
1/09/2020,Core Infrastructure,Other,Mexico,"9,780","9,399"
1/10/2020,Core Infrastructure,Other,Mexico,"9,780","9,399"
1/11/2020,Core Infrastructure,Other,Mexico,"9,780","9,399"
1/12/2020,Core Infrastructure,Other,Mexico,"9,780","9,399"
1/01/2020,Core Infrastructure,Other,New Zealand,194,20
1/02/2020,Core Infrastructure,Other,New Zealand,194,119
1/03/2020,Core Infrastructure,Other,New Zealand,194,"74,472"
1/04/2020,Core Infrastructure,Other,New Zealand,194,22
1/05/2020,Core Infrastructure,Other,New Zealand,194,252
1/06/2020,Core Infrastructure,Other,New Zealand,194,"-28,990"
1/07/2020,Core Infrastructure,Other,New Zealand,194,162
1/08/2020,Core Infrastructure,Other,New Zealand,194,162
1/09/2020,Core Infrastructure,Other,New Zealand,194,162
1/10/2020,Core Infrastructure,Other,New Zealand,194,162
1/11/2020,Core Infrastructure,Other,New Zealand,194,162
1/12/2020,Core Infrastructure,Other,New Zealand,194,162
1/01/2020,Core Infrastructure,Other,USA,810,388
1/02/2020,Core Infrastructure,Other,USA,810,330
1/03/2020,Core Infrastructure,Other,USA,810,-107
1/04/2020,Core Infrastructure,Other,USA,810,687
1/05/2020,Core Infrastructure,Other,USA,810,"2,356"
1/06/2020,Core Infrastructure,Other,USA,810,471
1/07/2020,Core Infrastructure,Other,USA,660,"153,161"
1/08/2020,Core Infrastructure,Other,USA,660,"153,161"
1/09/2020,Core Infrastructure,Other,USA,660,"153,161"
1/10/2020,Core Infrastructure,Other,USA,660,"153,161"
1/11/2020,Core Infrastructure,Other,USA,660,"153,161"
1/12/2020,Core Infrastructure,Other,USA,660,"153,161"
1/07/2020,Core Infrastructure,Recognition,USA,23,46
1/08/2020,Core Infrastructure,Recognition,USA,23,23
1/09/2020,Core Infrastructure,Recognition,USA,23,23
1/10/2020,Core Infrastructure,Recognition,USA,23,23
1/11/2020,Core Infrastructure,Recognition,USA,23,23
1/12/2020,Core Infrastructure,Recognition,USA,23,23
1/01/2020,Core Infrastructure,Severance,Mexico,1,1
1/07/2020,Core Infrastructure,Severance,Mexico,1,1
1/08/2020,Core Infrastructure,Severance,Mexico,1,1
1/09/2020,Core Infrastructure,Severance,Mexico,1,1
1/10/2020,Core Infrastructure,Severance,Mexico,1,1
1/11/2020,Core Infrastructure,Severance,Mexico,1,1
1/12/2020,Core Infrastructure,Severance,Mexico,1,1
1/01/2020,Core Infrastructure,Software,USA,45,5
1/04/2020,Core Infrastructure,Software,USA,45,"12,500"
1/06/2020,Core Infrastructure,Software,USA,45,5
1/07/2020,Core Infrastructure,Software,USA,45,45
1/08/2020,Core Infrastructure,Software,USA,45,45
1/09/2020,Core Infrastructure,Software,USA,45,45
1/10/2020,Core Infrastructure,Software,USA,45,45
1/11/2020,Core Infrastructure,Software,USA,45,45
1/12/2020,Core Infrastructure,Software,USA,45,45
1/07/2020,Core Infrastructure,Software Maintenance,Brazil,"1,812","3,623"
1/08/2020,Core Infrastructure,Software Maintenance,Brazil,"1,812","3,623"
1/09/2020,Core Infrastructure,Software Maintenance,Brazil,"1,812","3,623"
1/10/2020,Core Infrastructure,Software Maintenance,Brazil,"1,812","3,623"
1/11/2020,Core Infrastructure,Software Maintenance,Brazil,"1,812","3,623"
1/12/2020,Core Infrastructure,Software Maintenance,Brazil,"1,812","3,623"
1/01/2020,Core Infrastructure,Supplies,Brazil,16,"4,113"
1/02/2020,Core Infrastructure,Supplies,Brazil,16,52
1/03/2020,Core Infrastructure,Supplies,Brazil,16,"2,634"
1/04/2020,Core Infrastructure,Supplies,Brazil,16,5
1/05/2020,Core Infrastructure,Supplies,Brazil,16,40
1/06/2020,Core Infrastructure,Supplies,Brazil,16,52
1/07/2020,Core Infrastructure,Supplies,Brazil,16,"-1,118"
1/08/2020,Core Infrastructure,Supplies,Brazil,16,"-1,118"
1/09/2020,Core Infrastructure,Supplies,Brazil,16,"-1,118"
1/10/2020,Core Infrastructure,Supplies,Brazil,16,"-1,118"
1/11/2020,Core Infrastructure,Supplies,Brazil,16,"-1,118"
1/12/2020,Core Infrastructure,Supplies,Brazil,16,"-1,118"
1/02/2020,Core Infrastructure,Supplies,Canada,472,"1,545"
1/03/2020,Core Infrastructure,Supplies,Canada,472,"-1,243"
1/04/2020,Core Infrastructure,Supplies,Canada,472,483
1/05/2020,Core Infrastructure,Supplies,Canada,472,"2,080"
1/06/2020,Core Infrastructure,Supplies,Canada,472,"1,101"
1/07/2020,Core Infrastructure,Supplies,Canada,472,545
1/08/2020,Core Infrastructure,Supplies,Canada,472,545
1/09/2020,Core Infrastructure,Supplies,Canada,472,545
1/10/2020,Core Infrastructure,Supplies,Canada,472,545
1/11/2020,Core Infrastructure,Supplies,Canada,472,545
1/12/2020,Core Infrastructure,Supplies,Canada,472,545
1/01/2020,Core Infrastructure,Supplies,USA,423,543
1/02/2020,Core Infrastructure,Supplies,USA,423,965
1/03/2020,Core Infrastructure,Supplies,USA,423,882
1/04/2020,Core Infrastructure,Supplies,USA,423,510
1/05/2020,Core Infrastructure,Supplies,USA,423,677
